"","links","district","donations_total","pages","page_num","tables"
"1","https://www.transparencyusa.org/nc/candidate/michael-lee/donors?cycle=2020-election-cycle&by=donorTypeCode&page=1","North Carolina State Senate District 9","$1,020,331",15,1,
